,title,bids,err_bids,link,price,weekday,date,err_date,hour,ampm,Description,price_cln,cat
911,1968 Topps Mets Rookies #177 Jerry Koosman/Nolan Ryan Rookie Card - PSA NM-MT 8 (OC),26,0,https://goldin.co/item/1968-topps-rookie-stars-177-jerry-koosman-nolan-ryan-rookie-cardt58vj,"$1,686 ",Fri,4/21/2023,0,4:15,AM,"Nolan Ryan earned his reputation as one of the most fearsome pitchers in baseball history over the course of an amazing 27-year career. The all-time leader in strikeouts with 5,714, Ryan won an incredible 324 games and led his league in strikeouts 11 times—with the first coming at the age of 25, and the 11th at the venerable age of 43. No player has eclipsed Ryan's seven career no-hitters. ""The Ryan Express"" was elected to the National Baseball Hall of Fame in his first year of eligibility in 1998 after appearing on 491 of a possible 497 ballots.",1686,2
912,2022 Topps Archives 1988 Topps Big Foil #88BF-15 Jarren Duran Rookie Card - PSA GEM MT 10,6,0,https://goldin.co/item/2022-topps-archives-1988-topps-big-foil-88bf15-jarren-duran-rookie-car4s4ws,$18 ,Fri,3/17/2023,0,3:27,AM,No Data,18,2
913,2022 Topps Cosmic Chrome #197 Julio Rodriguez Rookie Card - PSA GEM MT 10,35,0,https://goldin.co/item/2022-topps-cosmic-chrome-197-julio-rodriguez-rookie-card-psa-gem-mt-10snkcd,$228 ,Fri,3/10/2023,0,4:39,AM,"Seattle Mariners wunderkind Julio Rodríguez was the breakout rookie of the 2022 MLB season, posting an incredible .284/28/75 triple crown slash line with 25 stolen bases to lead the Mariners to their first playoff appearance since 2001. The young Dominican was a consensus top-three prospect heading into 2022, and he made good on his potential by earning an All-Star appearance, Silver Slugger, and the American League Rookie of the Year Award in his inaugural MLB campaign. Midway through the 2022 season, Rodríguez inked a massive contract with the M's, worth a possible $470 million, as he continues his blistering start toward an exciting MLB career.",228,2
914,2022 Topps Chrome Rookie Autographs Orange Wave Refractor #RA-AW Alex Wells Signed Rookie Card (#21/25) – PSA MINT 9,2,0,https://goldin.co/item/2022-topps-chrome-rookie-autographs-orange-wave-refractor-raaeb2w,$8 ,Fri,2/17/2023,0,4:15,AM,No Data,8,2
915,2022 Panini Immaculate Collection Immaculate Black Prime Relics Autographs Button #IBP-LO Alejo Lopez Signed Relic Rookie Card (#01/10) – PSA NM 7 – Pop 1,8,0,https://goldin.co/item/2022-panini-immaculate-collection-immaculate-black-prime-reln7zu2,$25 ,Fri,2/24/2023,0,4:18,AM,Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change. ,25,2
916,2023 Topps Heavy Lumber #HL-11 Mookie Betts - PSA MINT 9,4,0,https://goldin.co/item/2023-topps-heavy-lumber-hl11-mookie-betts-psa-9kchgf,$13 ,Fri,4/28/2023,0,4:15,AM,No Data,13,2
917,2022 Topps Archives 1988 Topps Big Foil #88BF12 Ken Griffey Jr. - PSA MINT 9,8,0,https://goldin.co/item/2022-topps-archives-1988-topps-big-foil-88bf12-ken-griffey-jr-psa-mintyl56v,$28 ,Fri,3/17/2023,0,3:15,AM,"Ken Griffey Jr. was a fully fledged star when he broke into Major League Baseball as a teenager in 1989. ""The Kid"" was an All-Star by his second season, and his 1989 Upper Deck Star Rookie card remains one of the most coveted pieces in the modern baseball collecting specialty. Griffey was the premier slugger of the 1990s, leading the American League in home runs four times as he racked up 630 career big flies. A true five-tool centerfielder, Griffey won 10 Gold Gloves, made 13 All-Star teams, and was voted the 1997 American League Most Valuable Player after posting a .304/56/147 triple-crown slash line. Griffey was elected to the National Baseball Hall of Fame in 2016, appearing on 437 of a possible 440 ballots.",28,2
918,2022 Topps Chrome Rookie Autograph - Gold Refractor #RAKM Kyle Muller Signed Rookie Card (#49/50) - PSA NM-MT 8,3,0,https://goldin.co/item/2022-topps-chrome-rookie-autograph-gold-refractor-rakm-kyle-muller-sigiek1d,$11 ,Fri,4/7/2023,0,4:15,AM,No Data,11,2
919,2023 Topps Gold Foil #226 Michael Harris II Rookie Card - PSA GEM MT 10,20,0,https://goldin.co/item/2023-topps-gold-foil-226-michael-harris-ii-psa-10viuz5,$95 ,Fri,4/28/2023,0,4:15,AM,No Data,95,2
920,2022 Topps Major League Material Series 2 Autograph #MLMA-SB Shane Baz Signed Relic Rookie Card (#07/50) – PSA MINT 9,4,0,https://goldin.co/item/2022-topps-major-league-material-series-2-autograph-mlmasbcviou,$13 ,Fri,4/14/2023,0,4:15,AM,No Data,13,2
921,2022 Topps Chrome Rookie Autographs Gold Wave Refractor #RA-TM Tylor Megill Signed Rookie Card (#20/50) – PSA MINT 9 – Pop 1,4,0,https://goldin.co/item/2022-topps-chrome-rookie-autographs-gold-wave-refractor-ratmxv9tx,$13 ,Fri,2/17/2023,0,4:15,AM,Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change. ,13,2
922,2022 Topps Complete Set Variation #660 Bobby Witt Jr. Rookie Card – PSA GEM MT 10,11,0,https://goldin.co/item/2022-topps-complete-set-variation-660-bobby-witt-jr-psa-10b636s,$30 ,Fri,3/10/2023,0,4:28,AM,"Kansas City Royals infielder Bobby Witt Jr. rocketed through the Kansas City farm system, making his MLB debut after only one full season in the Minor Leagues. The second overall pick in the 2019 MLB June Amateur Draft, Witt entered the 2022 campaign as MLB's top prospect. He did not disappoint, posting a triple crown slash line of .254/20/80 with 30 stolen bases and 31 doubles. With his combination of power and speed, Witt is marked for superstardom as one of the most uniquely talented young players in baseball.",30,2
923,2022 Topps Chrome Rookie Autographs Gold Wave Refractor #RA-TF TJ Friedl Signed Rookie Card (#36/50) – PSA MINT 9 – Pop 1,4,0,https://goldin.co/item/2022-topps-chrome-rookie-autographs-gold-wave-refractor-ratfqoyu7,$13 ,Fri,2/17/2023,0,4:15,AM,Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change.,13,2
924,2022 Panini Flawless Rookie Patch Autograph (RPA) #RPA-WF Wander Franco Signed Patch Rookie Card (#01/25) - Panini Encased,35,0,https://goldin.co/item/2022-panini-flawless-rookie-patch-autographs-rpa-silver-rpa-wf-wanderd853m,$720 ,Fri,5/5/2023,0,4:20,AM,"Encased and sealed by Panini. Rookie Card. Tampa Bay Rays star shortstop Wander Franco has signed this premium Panini Flawless Rookie Patch Autograph collectible in blue ink. The cardfront presentation is highlighted by a multicolored player-worn/used material patch. One of the most heralded prospects of the last decade, Franco made his long-awaited MLB debut on June 22, 2021. He had a captivating rookie season that included a streak of 37 consecutive games where he safely reached base, breaking Mickey Mantle's record for a player under 21 years old. After the campaign, the Rays inked Franco to a record 11-year, $182 million contract in an unprecedented move for a player with his amount of MLB service time. A slick fielder with elite bat skills, Franco is marked for MLB superstardom. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA. The limited-edition piece is serial-numbered ""01/25."" The card displays a generally uncirculated manner of appearance. 
Please note that the card's Panini encasement displays visible scuffs and scratches on the reverse; however, the card inside remains wholly unaffected.",720,2
925,2022 Panini Donruss Optic Rated Prospect Holo #RP-2 Jasson Dominguez Rookie Card – PSA MINT 9 – Pop 1,6,0,https://goldin.co/item/2022-panini-donruss-optic-rated-prospect-holo-rp2-jasson-domjgo1s,$18 ,Fri,2/24/2023,0,4:15,AM,"The New York Yankees' young outfielder, Jasson Dominguez, is one of baseball's top prospects. Dominguez has engendered boundless hype ever since stepping onto the diamond. Signed by New York for a franchise-record $5.1 million signing bonus as a 16-year-old international free agent, ""The Martian's"" spectacular combination of speed and power from both sides of the plate has put the budding star head and shoulders above his age-group compatriots in the Yankees farm system. Thanks to his boundless physical tools and advanced baseball IQ, Dominguez has become one of the most coveted subjects of the baseball collecting specialty.
Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change. ",18,2
926,2022 Topps Major League Material Red #MLM-JC Jazz Chisholm Jr. Patch Card (#10/25) – PSA NM-MT 8,9,0,https://goldin.co/item/2022-topps-major-league-material-red-mlmjc-jazz-chisholm-jr9b1v4,$28 ,Fri,4/14/2023,0,4:18,AM,No Data,28,2
927,2022 Topps Chrome Cosmic Chrome #162 Bobby Witt Jr Rookie Card - PSA GEM MT 10,24,0,https://goldin.co/item/2022-topps-chrome-cosmic-chrome-162-bobby-witt-jr-rookie-card-psa-gemv2zyk,$90 ,Fri,4/7/2023,0,4:40,AM,No Data,90,2
928,2023 Topps #226 Michael Harris II Rookie Card – PSA GEM MT 10,6,0,https://goldin.co/item/2023-topps-226-michael-harris-ii-psa-10ngh4g,$23 ,Fri,4/28/2023,0,4:15,AM,No Data,23,2
929,2022 Topps Archives #365 Spencer Torkelson Rookie Card - PSA NM-MT 8,2,0,https://goldin.co/item/2022-topps-archives-365-spencer-torkelson-rookie-card-psa-nm-mt-86bpqy,$8 ,Fri,3/17/2023,0,3:15,AM,No Data,8,2
930,"2022 Topps Chrome Ben Baller Autographs Orange Refractor #BBA-JR Julio Rodriguez Signed Rookie Card (#06/25) – PSA GEM MT 10, PSA/DNA NM-MT 8",56,0,https://goldin.co/item/2022-topps-chrome-ben-baller-autographs-orange-refractor-jre5xwp,"$3,121 ",Fri,4/7/2023,0,4:38,AM,"Seattle Mariners wunderkind Julio Rodríguez was the breakout rookie of the 2022 MLB season, posting an incredible .284/28/75 triple crown slash line with 25 stolen bases to lead the Mariners to their first playoff appearance since 2001. The young Dominican was a consensus top-three prospect heading into 2022, and he made good on his potential by earning an All-Star appearance, Silver Slugger, and the American League Rookie of the Year Award in his inaugural MLB campaign. Midway through the 2022 season, Rodríguez inked a massive contract with the M's, worth a possible $470 million, as he continues his blistering start toward an exciting MLB career.",3121,2
931,2022 Topps Archives #357 Seiya Suzuki Rookie Card - PSA MINT 9,5,0,https://goldin.co/item/2022-topps-archives-357-seiya-suzuki-rookie-card-psa-mint-9m22nq,$16 ,Fri,3/17/2023,0,3:15,AM,No Data,16,2
932,2023 Topps Gold #330 Julio Rodriguez (#0740/2023)  – PSA MINT 9,12,0,https://goldin.co/item/2023-topps-gold-330-julio-rodriguez-psa-904j7l,$35 ,Fri,5/5/2023,0,4:20,AM,Authentication-PSA-CYDY85NMQC,35,2
933,2023 Topps 1988 Topps Baseball Blue #T88-96 Brett Baty Rookie Card – PSA MINT 9,6,0,https://goldin.co/item/2023-topps-1988-topps-baseball-blue-t8896-brett-baty-psa-9yqav8,$18 ,Fri,4/28/2023,0,4:15,AM,No Data,18,2
934,2022 Topps Complete Set Variation #659 Julio Rodriguez Rookie Card - PSA GEM MT 10,15,0,https://goldin.co/item/2022-topps-complete-set-variation-659-julio-rodriguez-psa-10s98bn,$49 ,Fri,3/10/2023,0,4:15,AM,"Seattle Mariners wunderkind Julio Rodríguez was the breakout rookie of the 2022 MLB season, posting an incredible .284/28/75 triple crown slash line with 25 stolen bases to lead the Mariners to their first playoff appearance since 2001. The young Dominican was a consensus top-three prospect heading into 2022, and he made good on his potential by earning an All-Star appearance, Silver Slugger, and the American League Rookie of the Year Award in his inaugural MLB campaign. Midway through the 2022 season, Rodríguez inked a massive contract with the M's, worth a possible $470 million, as he continues his blistering start toward an exciting MLB career.",49,2
935,2023 Topps Silver Pack Purple Refractor #T88C77 Mike Trout (#06/75) - PSA MINT 9,14,0,https://goldin.co/item/2023-topps-silver-pack-purple-refractor-t88c77-mike-trout-06-75-psa-mirp6om,$98 ,Fri,5/12/2023,0,4:15,AM,"Los Angeles Angels centerfielder Mike Trout has proven himself time and time again to be the most talented baseball player of his generation. A three-time American League Most Valuable Player, Trout's combination of speed and power has drawn comparisons to all-time greats like Mickey Mantle and Willie Mays. Through 12 MLB seasons, Trout has mashed 350 home runs with a career .303 batting average and is the active leader in both on-base percentage (.415) and slugging percentage (.587) as of Opening Day 2023. ""The Millville Meteor"" is charting an express path with the Hall of Fame as his destination, and the young superstar's most impressive statistical contributions may be yet to come.",98,2
936,2022 Topps Heritage Chrome Blue Sparkle Refractor #150 Shohei Ohtani - PSA NM-MT 8,11,0,https://goldin.co/item/2022-topps-heritage-chrome-blue-sparkle-refractor-150-shohe8pyk6,$31 ,Fri,4/14/2023,0,4:15,AM,"Two-way superstar Shohei Ohtani has quickly become one of baseball's greatest players—a unique weapon equally adept at striking out opposing batters and hitting tape-measure home runs. The 2021 American League Most Valuable Player, Ohtani followed up his majestic 2021 campaign in bombastic fashion, blasting 34 home runs with 95 RBI while compiling a 15-9 record and 2.33 ERA as the Los Angeles Angels' staff ace. Ohtani—the 2018 AL Rookie of the Year—finished second in the 2022 AL MVP race and fourth in Cy Young voting after his historically unprecedented campaign. At this rate, Ohtani's path to Cooperstown seems assured.",31,2
937,2022 Panini Donruss Optic Pink Velocity #98 Bobby Witt Jr. Rookie Card (#239/249) – PSA MINT 9 – Pop 1,9,0,https://goldin.co/item/2022-panini-donruss-optic-pink-velocity-98-bobby-witt-jr-psiwpsm,$28 ,Fri,2/24/2023,0,4:15,AM,"Kansas City Royals infielder Bobby Witt Jr. rocketed through the Kansas City farm system, making his MLB debut after only one full season in the Minor Leagues. The second overall pick in the 2019 MLB June Amateur Draft, Witt entered the 2022 campaign as MLB's top prospect. He did not disappoint, posting a triple crown slash line of .254/20/80 with 30 stolen bases and 31 doubles. With his combination of power and speed, Witt is marked for superstardom as one of the most uniquely talented young players in baseball.
Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change. ",28,2
938,2022 Topps Chrome Rookie Autographs Gold Wave Refractor #RA-TA Trey Amburgey Signed Rookie Card (#22/50) – PSA MINT 9 – Pop 1,2,0,https://goldin.co/item/2022-topps-chrome-rookie-autographs-gold-wave-refractor-ratajm0v5,$8 ,Fri,2/17/2023,0,4:15,AM,Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change.,8,2
939,2022 Bowman Sapphire Edition Chrome Prospects Orange #BCP-83 Roismar Quintana Rookie Card (#44/50) - PSA GEM MT 10,16,0,https://goldin.co/item/2022-bowman-chrome-orange-sapphire-bcp-83-roismar-quintana-rookie-cardvlthp,$49 ,Fri,3/31/2023,0,4:38,AM,Authentication-PSA-G10108157,49,2
940,2022 Topps 582 Montgomery Set 5 #15 Julio Rodriguez Rookie Card – PSA MINT 9,6,0,https://goldin.co/item/2022-topps-582-montgomery-set-5-15-julio-rodriguez-psa-9y0dhc,$18 ,Fri,3/17/2023,0,3:15,AM,"Seattle Mariners wunderkind Julio Rodríguez was the breakout rookie of the 2022 MLB season, posting an incredible .284/28/75 triple crown slash line with 25 stolen bases to lead the Mariners to their first playoff appearance since 2001. The young Dominican was a consensus top-three prospect heading into 2022, and he made good on his potential by earning an All-Star appearance, Silver Slugger, and the American League Rookie of the Year Award in his inaugural MLB campaign. Midway through the 2022 season, Rodríguez inked a massive contract with the M's, worth a possible $470 million, as he continues his blistering start toward an exciting MLB career.",18,2
941,2022 Bowman Mega Chrome Autograph #JCR Jackson Chourio Signed Card - PSA GEM MT 10,27,0,https://goldin.co/item/2022-bowman-mega-chrome-autograph-jcr-jackson-chourio-signed-card-psaethq4,$238 ,Fri,3/31/2023,0,4:33,AM,GwG-PSA-G10120820,238,2
942,2023 Topps SSP #330 Julio Rodriguez - PSA MINT 9,13,0,https://goldin.co/item/2023-topps-ssp-330-julio-rodriguez-psa-mint-9xcmhe,$450 ,Fri,5/19/2023,0,4:34,AM,"Seattle Mariners wunderkind Julio Rodríguez was the breakout rookie of the 2022 MLB season, posting an incredible .284/28/75 triple crown slash line with 25 stolen bases to lead the Mariners to their first playoff appearance since 2001. The young Dominican was a consensus top-three prospect heading into 2022, and he made good on his potential by earning an All-Star appearance, Silver Slugger, and the American League Rookie of the Year Award in his inaugural MLB campaign. Midway through the 2022 season, Rodríguez inked a massive contract with the M's, worth a possible $470 million, as he continues his blistering start toward an exciting MLB career.",450,2
943,2022 Topps Chrome Rookie Autographs Gold Wave Refractor #RA-KS Kevin Smith Signed Rookie Card (#26/50) – PSA MINT 9,2,0,https://goldin.co/item/2022-topps-chrome-rookie-autographs-gold-wave-refractor-rakso4qp8,$8 ,Fri,2/17/2023,0,4:15,AM,No Data,8,2
944,2022 Panini Donruss Optic Blue Velocity #188 Francisco Lindor (#61/99) – PSA MINT 9 – Pop 1,4,0,https://goldin.co/item/2022-panini-donruss-optic-blue-velocity-188-francisco-lindor7vf6k,$13 ,Fri,2/24/2023,0,4:15,AM,Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change. ,13,2
945,2022 Topps Baseball Stars Autographs Series 2 Black #BSA-KT Kyle Tucker Signed Card (#165/199) – PSA NM 7,10,0,https://goldin.co/item/2022-topps-baseball-stars-autographs-series-2-black-bsakt-kyjmewj,$59 ,Fri,4/7/2023,0,4:15,AM,No Data,59,2
946,2023 Topps Silver Pack 1988 Chrome Promo #T88C-91 Vinnie Pasquantino Rookie Card - PSA MINT 9,5,0,https://goldin.co/item/2023-topps-silver-pack-1988-chrome-promo-t88c91-vinnie-pasqnocgq,$14 ,Fri,5/12/2023,0,4:15,AM,No Data,14,2
947,2022 Topps Gypsy Queen GQ Gems Minis #GGM-27 Wander Franco Rookie Card – PSA GEM MT 10,12,0,https://goldin.co/item/2022-topps-gypsy-queen-gq-gems-minis-ggm-27-wander-franco-p4meyk,$32 ,Fri,4/14/2023,0,4:15,AM,"Tampa Bay Rays shortstop Wander Franco has been one of baseball's top prospects since his professional debut. Franco was named the number one prospect in his sport by Baseball America, Baseball Prospectus, and MLB before both the 2020 and 2021 seasons. He made his much-anticipated MLB debut in 2021, hitting .288 with 7 home runs, 39 RBI, and 18 doubles in just 70 games. After the season, the Rays inked Franco to a record 11-year, $182 million contract in an unprecedented move for a player with his amount of MLB service time. A slick fielder with elite bat skills, Franco is marked for MLB superstardom.",32,2
948,2022 Bowman Mega Box Chrome #BCP22 George Valera Rookie Card – PSA MINT 9,5,0,https://goldin.co/item/2022-bowman-mega-box-chrome-bcp22-george-valera-psa-94jko0,$16 ,Fri,3/31/2023,0,4:15,AM,No Data,16,2
949,2023 Topps Silver Pack 1988 Chrome Promo  T88C90 Nolan Gorman Rookie Card – PSA GEM MT 10,9,0,https://goldin.co/item/2023-topps-silver-pack-1988-chrome-promo-t88c90-nolan-gormahttky,$25 ,Fri,5/19/2023,0,4:15,AM,No Data,25,2
950,2022 Topps Baseball Stars Autographs Series 2 Black #BSA-KH Ke'Bryan Hayes Signed Card (#049/199) – PSA NM 7,7,0,https://goldin.co/item/2022-topps-baseball-stars-autographs-series-2-black-bsakh-keqd09t,$23 ,Fri,4/7/2023,0,4:15,AM,No Data,23,2
951,2022 Topps #99 Aaron Judge – PSA MINT 9,6,0,https://goldin.co/item/2022-topps-99-aaron-judge-psa-9dxo15,$18 ,Fri,3/17/2023,0,3:15,AM,"Aaron Judge's 2022 Major League Baseball campaign will go down in history as one of the greatest offensive seasons the sport has ever seen. Judge surpassed Roger Maris' long-standing American League single-season home run record—swatting 62 long balls in his 157 games—and claimed the AL Most Valuable Player Award that year after leading MLB in RBI (131), runs (133), total bases (391), on-base percentage (.425), and slugging percentage (.686) while hitting for a .311 batting average. A four-time AL All-Star, Judge's titanic campaign earned the former Rookie of the Year a gargantuan nine-year, $360 million contract to continue with the New York Yankees through the 2031 season.",18,2
952,2022 Topps Chrome Rookie Autographs Gold Wave Refractor #RA-JL Josh Lowe Signed Rookie Card (#41/50) – PSA MINT 9,4,0,https://goldin.co/item/2022-topps-chrome-rookie-autographs-gold-wave-refractor-rajlla8i3,$16 ,Fri,2/17/2023,0,4:15,AM,No Data,16,2
953,2023 Topps Silver Pack 1988 Chrome Promo #T88C81 Aaron Judge - PSA GEM MT 10,21,0,https://goldin.co/item/2023-topps-silver-pack-1988-chrome-promo-t88c81-aaron-judgei3zx7,$86 ,Fri,5/12/2023,0,4:15,AM,"Aaron Judge's 2022 Major League Baseball campaign will go down in history as one of the greatest offensive seasons the sport has ever seen. Judge surpassed Roger Maris' long-standing American League single-season home run record—swatting 62 long balls in his 157 games—and claimed the AL Most Valuable Player Award that year after leading MLB in RBI (131), runs (133), total bases (391), on-base percentage (.425), and slugging percentage (.686) while hitting for a .311 batting average. A four-time AL All-Star, Judge's titanic campaign earned the former Rookie of the Year a gargantuan nine-year, $360 million contract to continue with the New York Yankees through the 2031 season.",86,2
954,2022 Topps Chrome Rookie Autographs Gold Wave Refractor #RA-JD Jarren Duran Signed Rookie Card – PSA MINT 9,10,0,https://goldin.co/item/2022-topps-chrome-rookie-autographs-gold-wave-refractor-rajdja5bd,$34 ,Fri,2/17/2023,0,4:17,AM,No Data,34,2
955,2022 Panini Mosaic Swagger #SW-10 Ken Griffey Jr. – PSA MINT 9,6,0,https://goldin.co/item/2022-panini-mosaic-swagger-sw10-ken-griffey-jr-psa-9i4o7l,$18 ,Fri,3/24/2023,0,4:17,AM,"Ken Griffey Jr. was a fully fledged star when he broke into Major League Baseball as a teenager in 1989. ""The Kid"" was an All-Star by his second season, and his 1989 Upper Deck Star Rookie card remains one of the most coveted pieces in the modern baseball collecting specialty. Griffey was the premier slugger of the 1990s, leading the American League in home runs four times as he racked up 630 career big flies. A true five-tool centerfielder, Griffey won 10 Gold Gloves, made 13 All-Star teams, and was voted the 1997 American League Most Valuable Player after posting a .304/56/147 triple-crown slash line. Griffey was elected to the National Baseball Hall of Fame in 2016, appearing on 437 of a possible 440 ballots.",18,2
956,2022 Topps Archives #115 Julio Rodriguez Rookie Card – PSA MINT 9,7,0,https://goldin.co/item/2022-topps-archives-115-julio-rodriguez-psa-95udb9,$20 ,Fri,4/7/2023,0,4:15,AM,"Seattle Mariners wunderkind Julio Rodríguez was the breakout rookie of the 2022 MLB season, posting an incredible .284/28/75 triple crown slash line with 25 stolen bases to lead the Mariners to their first playoff appearance since 2001. The young Dominican was a consensus top-three prospect heading into 2022, and he made good on his potential by earning an All-Star appearance, Silver Slugger, and the American League Rookie of the Year Award in his inaugural MLB campaign. Midway through the 2022 season, Rodríguez inked a massive contract with the M's, worth a possible $470 million, as he continues his blistering start toward an exciting MLB career.",20,2
957,2023 Topps Silver Pack 1988 Chrome Promo  T88C67 Riley Greene – PSA NM-MT 8,3,0,https://goldin.co/item/2023-topps-silver-pack-1988-chrome-promo-t88c67-riley-green4r0jp,$11 ,Fri,5/19/2023,0,4:18,AM,No Data,11,2
958,2022 Panini Absolute Kaboom! #K-BR Babe Ruth – PSA MINT 9,43,0,https://goldin.co/item/2022-panini-absolute-kaboom-k-br-babe-ruth-psa-9w5r7d,$498 ,Fri,2/24/2023,0,4:15,AM,"Babe Ruth is baseball's greatest icon; a pioneer of the home run and seven-time World Series champion. Ruth swatted home runs at an unprecedented rate—he set MLB's longstanding single-season home run record with 60 big flies in 1927—and built the New York Yankees into baseball's premier dynasty. A member of the National Baseball Hall of Fame's inaugural class, Ruth remains MLB's all-time leader in slugging percentage (.690), OPS (1.164), and OPS+ (206) nearly 90 years after his retirement. Ruth stars on some of baseball's most iconic collectibles, including multiple entries in Goudey's coveted 1933 issue and the ultra-scarce 1916 M101-4 Sporting News #151 ""Holy Grail."" Ruth passed away in 1948, leaving behind a legacy as a monolithic figure in baseball history.",498,2
959,2022 Topps Gypsy Queen Chrome Blue Refractor #267 Fernando Tatis Jr. (#06/99) – PSA GEM MT 10,15,0,https://goldin.co/item/2022-topps-gypsy-queen-chrome-blue-refractor-267-fernando-ta5be59,$42 ,Fri,4/14/2023,0,4:15,AM,No Data,42,2
960,2023 Topps Silver Pack 1988 Chrome Promo #T88C51 Michael Harris II Rookie Card – PSA MINT 9,16,0,https://goldin.co/item/2023-topps-silver-pack-1988-chrome-promo-t88c51-michael-har6rbig,$42 ,Fri,5/12/2023,0,4:15,AM,No Data,42,2
961,2022 Topps Chrome Rookie Autographs Gold Wave Refractor #RA-ER Emmanuel Rivera Signed Rookie Card (#37/50) – PSA MINT 9 – Pop 1,4,0,https://goldin.co/item/2022-topps-chrome-rookie-autographs-gold-wave-refractor-raeruskc2,$13 ,Fri,2/17/2023,0,4:15,AM,Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change.,13,2
962,2022 Bowman Mega Box Chrome #BCP10 Curtis Mead Rookie Card – PSA GEM MT 10,13,0,https://goldin.co/item/2022-bowman-mega-box-chrome-bcp10-curtis-mead-psa-106qcvt,$35 ,Fri,3/31/2023,0,4:15,AM,No Data,35,2
963,"2022 Topps Five Star Signatures #FS-WB Wade Boggs Signed, Inscribed Card (#16/20) – PSA MINT 9",23,0,https://goldin.co/item/2022-topps-five-star-signatures-fswb-wade-boggs-psa-9we824,$103 ,Fri,4/14/2023,0,4:51,AM,No Data,103,2
964,2022 Topps Aoki B/P #70 Dansby Swanson (#2/5) - PSA NM-MT 8,7,0,https://goldin.co/item/2022-topps-aoki-b-p-70-dansby-swanson-2-5-psa-nm-mt-8w09j6,$20 ,Fri,4/7/2023,0,4:15,AM,No Data,20,2
965,2023 Topps Silver Pack 1988 Chrome Promo Orange Refractor #T88C28 Charles Leblanc Rookie Card (#16/25) - PSA MINT 9,4,0,https://goldin.co/item/2023-topps-silver-pack-1988-chrome-promo-orange-refractor-t8tgohg,$16 ,Fri,5/12/2023,0,4:15,AM,No Data,16,2
966,2023 Topps Silver Pack 1988 Chrome Promo #T88C38 Julio Rodriguez – PSA MINT 9,8,0,https://goldin.co/item/2023-topps-silver-pack-1988-chrome-promo-t88c38-julio-rodrio9ife,$28 ,Fri,5/19/2023,0,4:15,AM,"Seattle Mariners wunderkind Julio Rodríguez was the breakout rookie of the 2022 MLB season, posting an incredible .284/28/75 triple crown slash line with 25 stolen bases to lead the Mariners to their first playoff appearance since 2001. The young Dominican was a consensus top-three prospect heading into 2022, and he made good on his potential by earning an All-Star appearance, Silver Slugger, and the American League Rookie of the Year Award in his inaugural MLB campaign. Midway through the 2022 season, Rodríguez inked a massive contract with the M's, worth a possible $470 million, as he continues his blistering start toward an exciting MLB career.",28,2
967,2022 Bowman Mega Box Chrome #BCP-17 Oswaldo Cabrera Rookie Card – PSA NM-MT 8,3,0,https://goldin.co/item/2022-bowman-mega-box-chrome-bcp17-oswaldo-cabrera-psa-8skepb,$11 ,Fri,3/31/2023,0,4:15,AM,No Data,11,2
968,2023 Topps Silver Pack 1988 Chrome Promo Autograph-Orange Refractor T88C53 Chipper Jones Signed Card (#09/10) – PSA GEM MT 10,42,0,https://goldin.co/item/2023-topps-silver-pack-1988-chrome-promo-autograph-orange-re9tv3z,$276 ,Fri,5/12/2023,0,4:58,AM,No Data,276,2
969,2022 Topps Five Star Baseball Royalty Autographs #BR-MT Mike Trout Signed Card (#08/15) – PSA NM-MT 8,34,0,https://goldin.co/item/2022-topps-five-star-baseball-royalty-autographs-brmt-mikeye89t,$418 ,Fri,4/14/2023,0,4:15,AM,"Los Angeles Angels centerfielder Mike Trout has proven himself time and time again to be the most talented baseball player of his generation. A three-time American League Most Valuable Player, Trout's combination of speed and power has drawn comparisons to all-time greats like Mickey Mantle and Willie Mays. Through 12 MLB seasons, Trout has mashed 350 home runs with a career .303 batting average and is the active leader in both on-base percentage (.415) and slugging percentage (.587) as of Opening Day 2023. ""The Millville Meteor"" is charting an express path with the Hall of Fame as his destination, and the young superstar's most impressive statistical contributions may be yet to come.",418,2
970,2022 Topps Chrome Rookie Autographs Gold Refractor #RA-RV Ryan Vilade Signed Rookie Card (#16/50) – PSA MINT 9 – Pop 1,4,0,https://goldin.co/item/2022-topps-chrome-rookie-autographs-gold-refractor-rarv-ryana65s6,$13 ,Fri,2/17/2023,0,4:15,AM,Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change. ,13,2
