,title,bids,err_bids,link,price,weekday,date,err_date,hour,ampm,Description,cat
255,2022 Panini Absolute Kaboom! Vertical Green #K28 Micah Parsons (#1/1) – PSA MINT 9,27,0,https://goldin.co/item/2022-panini-absolute-kaboom-k28-micah-parsons-1-1-needs-psafxi5i,"$6,600 ",Thu,3/2/2023,0,5:35,AM,"Graded MINT 9 by PSA (70404828). Dallas Cowboys superstar edge rusher Micah Parsons stars on this elite and wholly unique Panini Absolute Kaboom! Vertical Green collectible. A two-time First Team All-Pro selection, Parsons recorded 26.5 sacks in his first two NFL seasons. Parsons won the 2021 AP NFL Defensive Rookie of the Year Award after the Cowboys chose the former Penn State standout with the 12th overall selection in the NFL Draft. The limited-edition piece is serial-numbered ""1/1."" ",1
256,2018 Panini Select Tie-Dye Prizm #24 Josh Allen Rookie Card (#18/25) – PSA GEM MT 10 – Pop 5,17,0,https://goldin.co/item/2018-panini-select-tie-dye-prizm-24-josh-allen-rookie-card-18-25-psa-gf388v,"$3,600 ",Thu,2/9/2023,0,5:11,AM,"Graded GEM MT 10 by PSA (67797825). Rookie Card. Among a total of 15 examples of this piece recorded in PSA's census reporting, this is one of five graded at this unsurpassable tier. Josh Allen—the top-flight dual-threat Buffalo Bills quarterback—is the star of this debut-year Panini Select Tie-Dye Prizm collectible. The two-time Pro Bowler's arrival in the 2018 NFL Draft has turned the Bills from AFC East stragglers into a perennial AFC Championship contender. The limited-edition piece is serial-numbered ""18/25."" 
Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change.",1
257,"2019 Panini National Treasures Gridiron Graphs #GG-TB Tom Brady Signed Card (#3/5) – BGS NM-MT 8, Beckett 10",22,0,https://goldin.co/item/2019-panini-national-treasures-gridiron-graphs-gg-tb-tom-brady-signedf45gn,"$6,180 ",Thu,2/9/2023,0,4:44,AM,"Graded NM-MT 8 by BGS, with autograph graded ""10"" by Beckett (0014426857). Tom Brady—the consensus greatest quarterback of all time—has contributed a blue ink signature to this Panini National Treasures Gridiron Graphs collectible. A seven-time Super Bowl champion, Brady is destined for the Hall of Fame once his illustrious career comes to an end. The card's BGS condition report: Centering: 9.5, Edges: 8, Corners: 8, Surface: 8.5. The offered item consists of two panels separated by a decorative binding that allows the assembly to be once-folded to standard, single-card size. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the items' COA. The limited-edition piece is serial-numbered ""3/5."" ",1
258,"2020 Panini Prizm Autographs Green Shimmer Prizm #307 Joe Burrow Signed Rookie Card (#1/5) - PSA MINT 9, PSA/DNA Authentic - Pop 2",10,0,https://goldin.co/item/2020-panini-prizm-autograph-green-shimmer-307-joe-burrow-signed-rookieqa00l,"$5,400 ",Thu,3/30/2023,0,4:30,AM,"Graded MINT 9 by PSA, with Autograph Certified and assessed ""Authentic"" by PSA/DNA (63656416). Rookie Card. This is one of two examples of this piece recorded at its tier in PSA/DNA's census reporting, with none graded higher. Cincinnati Bengals superstar Joe Burrow appears on this stellar Panini Prizm Autographs Green Shimmer Prizm debut-year collectible. An unerringly precise quarterback, the former Heisman Trophy winner has signed the card in blue ink. Burrow led Cincinnati to a historic Super Bowl LVI appearance in his second season as a starting quarterback. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA. The limited-edition piece is serial-numbered ""1/5."" 
Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change. ",1
259,1960 Topps #23 Jim Brown - PSA NM-MT 8,30,0,https://goldin.co/item/1960-topps-23-jim-brownaisfl,"$1,146 ",Thu,5/18/2023,0,5:11,AM,"Graded NM-MT 8 by PSA (72099569). Hall of Famer. Among a total of more than 1,970 examples recorded in PSA's census reporting, fewer than 2 percent have been awarded a higher, unqualified tier. A virtually pack-fresh example, boasting fresh and clear, rich colors.
Cleveland Browns tailback Jim Brown is arguably the most dominant athlete in American sporting history. Brown led the NFL in rushing in eight of his nine professional seasons, won three AP NFL Most Valuable Player Awards, and helped Cleveland to the 1964 NFL Championship. Not only a superstar on the field, Brown became a household name for his starring roles in such films as The Dirty Dozen and Ice Station Zebra. The former Syracuse collegian retired after the 1965 NFL season at the young age of 29 and was inducted into the Pro Football Hall of Fame in 1971.
Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change.",1
260,2020 Panini Flawless Rookie Gems Signatures Platinum #RGS-JBU Joe Burrow Signed Diamond Relic Rookie Card (#1/1) – Panini Encased,29,0,https://goldin.co/item/2020-panini-flawless-rookie-gem-signature-rgs-jbu-joe-burrow-signed-rerppyd,"$21,600 ",Thu,2/9/2023,0,5:54,AM,"Encased and sealed by Panini. Rookie Card. Cincinnati Bengals quarterback Joe Burrow—the first overall selection in the 2020 NFL Draft—has signed this elite and wholly unique Panini Flawless Rookie Gems Signatures Platinum collectible in blue ink. A genuine diamond relic adorns the cardfront presentation. Burrow, one of the NFL's most accurate passers, led Cincinnati to a historic Super Bowl appearance at the end of the 2021 NFL season. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA. The limited-edition piece is serial-numbered ""1/1."" The card displays a generally uncirculated manner of appearance. ",1
261,1960 Topps #23 Jim Brown - PSA NM 7,13,0,https://goldin.co/item/1960-topps-23-jim-brown-psa-nm-7csl3z,$378 ,Thu,5/18/2023,0,4:30,AM,"Graded NM 7 by PSA (72099568). Hall of Famer.
Cleveland Browns tailback Jim Brown is arguably the most dominant athlete in American sporting history. Brown led the NFL in rushing in eight of his nine professional seasons, won three AP NFL Most Valuable Player Awards, and helped Cleveland to the 1964 NFL Championship. Not only a superstar on the field, Brown became a household name for his starring roles in such films as The Dirty Dozen and Ice Station Zebra. The former Syracuse collegian retired after the 1965 NFL season at the young age of 29 and was inducted into the Pro Football Hall of Fame in 1971.",1
262,"2020 Panini Flawless Rookie Dual Patch Autographs Bronze #RDPA-JB Joe Burrow Signed Patch Rookie Card (#4/6) – PSA GEM MT 10, PSA/DNA GEM MT 10 – Pop 2",21,0,https://goldin.co/item/2020-panini-flawless-rookie-dual-patch-autograph-bronze-rdpa-jb-joe-buwh7dx,"$24,600 ",Thu,2/9/2023,0,4:30,AM,"Graded GEM MT 10 by PSA, with Autograph Certified and graded GEM MT 10 by PSA/DNA (69729313). Rookie Card. This is one of two examples of this piece graded at its unimprovable tier in PSA/DNA's census reporting. Cincinnati Bengals star quarterback Joe Burrow—the 2020 NFL Draft first overall selection—has signed this ultra-premium Panini Flawless Rookie Dual Patch Autographs Bronze debut-year collectible in blue ink. A pair of multicolored authentic memorabilia patches highlight the cardfront presentation. An unerringly precise passer, Burrow led Cincinnati to a historic Super Bowl appearance at the end of the 2021 NFL season. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA. The limited-edition piece is serial-numbered ""4/6."" 
Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change. ",1
263,2020 Panini Prizm Gold Prizm #307 Joe Burrow Rookie Card (#10/10) – PSA NM-MT 8,30,0,https://goldin.co/item/2020-panini-prizm-gold-prizm-307-joe-burrow-rookie-card-10-10-psa-nm-mu2en9,"$27,000 ",Thu,2/9/2023,0,4:46,AM,"Graded NM-MT 8 by PSA (63770421). Rookie Card. Cincinnati Bengals star quarterback Joe Burrow appears on this stellar Panini Prizm Gold Prizm debut-year collectible. The former Heisman Trophy winner led Cincinnati to a historic Super Bowl appearance at the end of the 2021 season, finishing his sophomore NFL campaign with 4,611 passing yards, 34 touchdowns, and an NFL-best 70.4 completion percentage. One of the premier young quarterbacks in the NFL, Burrow made his first Pro Bowl in 2022 after piloting Cincinnati to a 12-4 record and the AFC North Division title. The limited-edition piece is serial-numbered ""10/10."" ",1
264,2020 Panini Prizm Gold Prizm #325 Justin Herbert Rookie Card (#05/10) – BGS MINT 9 – Pop 3,17,0,https://goldin.co/item/2020-panini-prizm-gold-prizm-325-justin-herbert-rookie-card-05-10-bgs9qczd,"$31,200 ",Thu,2/9/2023,0,4:30,AM,"Graded MINT 9 by BGS (0014312567). Rookie Card. Among a total of seven copies of this piece recorded in BGS' census reporting, this is one of three graded at this premium tier, with none graded higher. Los Angeles Chargers quarterback Justin Herbert—the 2020 NFL Offensive Rookie of the Year—shines on this elite Panini Prizm Gold Prizm debut-year collectible. A dual-threat gunslinger out of Oregon, Herbert set NFL records for most touchdown passes and most 300-yard games by a rookie quarterback in his debut season. The rocket-armed signal-caller improved his already-elite game in his second campaign, setting Chargers franchise benchmarks for single-season passing yards (5,014) and passing touchdowns (38). Herbert possesses a rare combination of prodigious arm strength, pin-point accuracy, and all-important leadership traits that have seen him marked as one of the league's best quarterbacks for years to come. The card's BGS condition report: Centering: 9, Corners: 9.5, Edges: 10, Surface: 8.5. The limited-edition piece is serial-numbered ""05/10."" 
Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change.",1
265,"2020 Panini National Treasures Rookie Patch Autographs (RPA) #156 Joe Burrow Signed Patch Rookie Card (#81/99) – BGS MINT 9, Beckett 10",23,0,https://goldin.co/item/2020-panini-national-treasures-156-joe-burrow-signed-patch-rookie-cardgneyt,"$28,800 ",Thu,2/9/2023,0,4:34,AM,"Graded MINT 9 by BGS, with autograph graded ""10"" by Beckett (0014726791). Rookie Card. Cincinnati Bengals quarterback Joe Burrow has contributed a crisp blue ink signature to this Panini National Treasures Rookie Patch Autographs debut-year collectible. The cardfront presentation is highlighted by a multicolored authentic memorabilia patch. After decades of turnover and uncertainty at the quarterback position, Cincinnati has found its franchise savior in the form of the 2019 Heisman Trophy winner and College Football Playoff National Champion. Burrow—an accurate, electric gunslinger—followed his injury-shortened rookie season with a brilliant sophomore campaign in 2021, throwing for 34 touchdowns during the regular season and leading the Bengals to their first Super Bowl appearance in more than 30 years. The card's BGS condition report: Centering: 9, Corners: 9.5, Edges: 9.5, Surface: 8.5. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA. The limited-edition piece is serial-numbered ""81/99."" ",1
266,"2020 Panini National Treasures Rookie Patch Autograph (RPA) #156 Joe Burrow Signed Patch Rookie Card (#55/99) – SGC NM-MT 8, SGC 10",13,0,https://goldin.co/item/2020-panini-national-treasures-rookie-patch-autograph-156-joe-burrow-st3062,"$16,800 ",Thu,2/9/2023,0,4:30,AM,"Graded NM-MT 8 by SGC, with autograph graded ""10"" by SGC (8642747). Rookie Card. This is one of two examples of this piece found in SGC's census reporting graded at this tier, with two graded higher. Cincinnati Bengals star quarterback Joe Burrow has contributed a blue ink signature to this Panini National Treasures Rookie Patch Autograph debut-year collectible. A multicolored authentic memorabilia patch highlights the cardfront presentation. Burrow—the 2019 Heisman Trophy winner at Louisiana State—enjoyed a tremendous sophomore NFL season, passing for 4,611 yards and 34 touchdowns on an NFL-best 70.4 percent completion percentage. Burrow led Cincinnati to a historic Super Bowl LVI appearance, proving himself to be firmly ensconced in the upper echelon of NFL quarterbacks. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA. The limited-edition piece is serial-numbered ""55/99."" 
Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change.",1
267,2020 Panini National Treasures Rookie Patch Autograph (RPA) #161 Jalen Hurts Signed Patch Rookie Card (#23/99) – PSA GEM MT 10 – Pop 2,25,0,https://goldin.co/item/2020-panini-national-treasures-patch-autograph-161-jalen-hurts-signedm2xzg,"$34,800 ",Thu,2/9/2023,0,4:42,AM,"Graded GEM MT 10 by PSA (63538352). Rookie Card. Among the 19 examples of this piece recorded in PSA's census reporting, this is one of two cards graded at its unimprovable tier. Philadelphia Eagles quarterback Jalen Hurts appears on this stellar Panini National Treasures Rookie Patch Autograph debut-year collectible. Hurts has signed the collectible in blue ink below a multicolored authentic memorabilia patch. The dual-threat superstar led the Eagles to the NFC East Division title, posting a 14-1 record as a starter and earning his first NFL Pro Bowl selection. Hurts finished the season with 3,701 passing yards with 22 touchdowns while throwing only six interceptions. The former Alabama and Oklahoma collegian added 760 rushing yards and 13 rushing scores in his second season as a full-time starting quarterback. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA. The limited-edition piece is serial-numbered ""23/99.""
Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change. ",1
268,"2020 Panini National Treasures Rookie Patch Autograph (RPA) #159 Jordan Love Signed Patch Rookie Card (#24/99) – BGS GEM MINT 9.5, Beckett 10 – True Gem – Pop 3",30,0,https://goldin.co/item/2020-panini-national-treasures-159-jordan-love-signed-patch-rookie-caruxv71,"$9,000 ",Thu,2/9/2023,0,6:23,AM,"Graded GEM MINT 9.5 by BGS, with autograph graded ""10"" by Beckett (0013610597). Rookie Card. A True Gem example. Among the 42 examples of this piece recorded in BGS' census reporting, this is one of three cards graded at its premium tier, with none graded higher. Jordan Love—the heir apparent to Aaron Rodgers' QB1 role in Green Bay—appears on this stellar Panini National Treasures Rookie Patch Autograph debut-year collectible. Love has signed the card in blue ink. A multicolored authentic memorabilia patch highlights the cardfront presentation. The card's BGS condition report: Centering: 9.5, Corners: 9.5, Edges: 9.5, Surface: 9.5. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA. The limited-edition piece is serial-numbered ""24/99."" 
Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change. ",1
269,2020 Panini National Treasures Rookie Glove Signatures NFL Shield #RGS-JB Joe Burrow Signed Patch Rookie Card (#1/1) – Panini Encased,22,0,https://goldin.co/item/2020-panini-national-treasures-rookie-glove-signatures-rgs-jb-joe-burrgebqg,"$12,600 ",Thu,2/9/2023,0,5:38,AM,"Encased and sealed by Panini. Rookie Card. Joe Burrow—the exceptional young quarterback of the Cincinnati Bengals—has contributed a blue ink signature to this singular Panini National Treasures Rookie Glove Signatures debut-year collectible. The cardfront presentation is highlighted by a multicolored authentic memorabilia patch bearing the NFL ""Shield"" logo. Burrow—an accurate, electric gunslinger—followed up his injury-shortened rookie season with a brilliant sophomore campaign in 2021, throwing for 34 touchdowns during the regular season and leading the Bengals to their first Super Bowl in over 30 years. His third year in the league sees Burrow at the helm of another potentially deep playoff run as the Bengals seek consecutive Super Bowl appearances and their first-ever title. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA. The limited-edition piece is serial-numbered ""1/1."" The card displays a generally uncirculated manner of appearance. ",1
270,2020 Panini National Treasures Rookie Laundry Tag NFL Players Signatures #RGS-JB Joe Burrow Signed Patch Rookie Card (#1/1) – Panini Encased,18,0,https://goldin.co/item/2020-panini-national-treasures-rookie-gear-signature-rgs-jb-joe-burrownrpl2,"$10,200 ",Thu,2/9/2023,0,5:34,AM,"Encased and sealed by Panini. Rookie Card. Joe Burrow—the 2020 NFL Draft first overall selection—shines on this singular Panini National Treasures Rookie Laundry Tag NFL Players Signatures debut-year collectible. A multicolored authentic memorabilia patch bearing the NFL Players Association logo, and accompanied by Burrow's blue ink signature, highlights the cardfront presentation. The former Heisman Trophy winner led Cincinnati to a historic Super Bowl appearance at the end of the 2021 season, finishing his sophomore NFL campaign with 4,611 passing yards, 34 touchdowns, and an NFL-best 70.4 completion percentage. One of the premier young quarterbacks in the NFL, Burrow made his first Pro Bowl in 2022 after piloting Cincinnati to a 12-4 record and the AFC North Division title. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA. The limited-edition piece is serial-numbered ""1/1."" The card displays a generally uncirculated manner of appearance.  ",1
271,2020 Panini Chronicles Prizm Black Signatures Orange Prizm #PB-1 Joe Burrow Signed Rookie Card (#46/75) – PSA GEM MT 10,20,0,https://goldin.co/item/2020-panini-chronicles-prizm-black-signature-orange-pb-1-joe-burrow-si6qazc,"$4,201 ",Thu,2/9/2023,0,5:17,AM,"Graded GEM MT 10 by PSA (69306612). Rookie Card. This is one of 16 examples of this piece recorded in PSA's census reporting graded at this unsurpassable tier. Cincinnati Bengals star quarterback has contributed a blue ink signature to this debut-year Panini Chronicles Prizm Black Signatures Orange Prizm collectible. Burrow—an accurate, electric gunslinger—followed up his injury-shortened rookie season with a brilliant sophomore campaign in 2021, throwing for 34 touchdowns during the regular season and leading the Bengals to their first Super Bowl in over 30 years. His third year in the league sees Burrow at the helm of another potentially deep playoff run as the Bengals seek consecutive Super Bowl appearances and their first-ever title. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA. The limited-edition piece is serial-numbered ""46/75."" 
This enviable collectible comes from Godtham LLC, a partner of Goldin's Rip & Flip program.
For more information about Goldin's Rip & Flip program, visit http://goldin.co/ripandflip.
Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change.",1
272,"2020 Panini Contenders Championship Ticket Autographs Variation #101 Joe Burrow Signed Rookie Card (#23/25) – SGC NM-MT 8, SGC 10 – Pop 1",25,0,https://goldin.co/item/2020-panini-contenders-autographed-variation-championship-ticket-101vl3hie,"$5,633 ",Thu,2/9/2023,0,5:01,AM,"Graded NM-MT 8 by SGC, with autograph graded ""10"" by SGC (7363104). Rookie Card. This is the lone example of this piece validated by SGC. Cincinnati Bengals star quarterback Joe Burrow has contributed a blue ink signature to this Panini Contenders Championship Ticket Autographs Variation debut-year collectible. Burrow—the 2019 Heisman Trophy winner at Louisiana State—enjoyed a tremendous sophomore NFL season, passing for 4,611 yards and 34 touchdowns on an NFL-best 70.4 percent completion percentage. Burrow led Cincinnati to a historic Super Bowl LVI appearance, proving himself to be firmly ensconced in the upper echelon of NFL quarterbacks. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA. The limited-edition piece is serial-numbered ""23/25."" 
Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change.",1
273,2020 Panini Contenders Championship Ticket Autograph Team Helmet Variation #101 Joe Burrow Signed Rookie Card (#02/25) – Panini Encased,25,0,https://goldin.co/item/2020-panini-contenders-championship-ticket-autographs-101-joe-burrow-shxcm6,"$5,700 ",Thu,2/9/2023,0,5:37,AM,"Encased and sealed by Panini. Rookie Card. Cincinnati Bengals quarterback Joe Burrow, a 2021 AFC Champion, has signed this elite Panini Contenders Championship Ticket Autograph Team Helmet Variation offering in vibrant blue ink. Burrow—an accurate, electric gunslinger—followed up his injury-shortened rookie season with a brilliant sophomore campaign in 2021, throwing for 34 touchdowns during the regular season and leading the Bengals to their first Super Bowl in over 30 years. His third year in the league sees Burrow at the helm of another potentially deep playoff run as the Bengals seek consecutive Super Bowl appearances and their first-ever title. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA. The limited-edition piece is serial-numbered ""02/25."" The card displays a generally uncirculated manner of appearance. 
Please note that the card's Panini holder displays visible scuffs and scratches; however, the card inside remains wholly unaffected.",1
274,"2020 Panini Contenders Rookie Ticket Autograph Team Helmet Red Zone Variation #101 Joe Burrow Signed Rookie Card – PSA GEM MT 10, PSA/DNA GEM MT 10",26,0,https://goldin.co/item/2020-panini-contenders-team-helmet-autograph-red-zone-101v-joe-burrower7wz,"$6,600 ",Thu,2/9/2023,0,4:51,AM,"Graded GEM MT 10 by PSA, with Autograph Certified and graded GEM MT 10 by PSA/DNA (63633633). Rookie Card. This is one of 18 examples of this piece graded at its unimprovable tier in PSA/DNA's census reporting. Joe Burrow has signed this sharp Panini Contenders Rookie Ticket Autograph Team Helmet Red Zone Variation debut-year collectible in blue ink. The first overall selection in the 2020 NFL Draft, Burrow led Cincinnati to a historic Super Bowl appearance at the end of the 2021 NFL season. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA.
Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change. ",1
275,"2020 Panini Contenders Rookie Ticket RPS Wild Card SSP #101 Joe Burrow Signed Rookie Card (#/50) – PSA GEM MT 10, PSA/DNA GEM MT 10",26,0,https://goldin.co/item/2020-panini-contenders-autograph-wild-card-101-joe-burrow-signed-rookidxad1,"$6,000 ",Thu,2/9/2023,0,5:46,AM,"Graded GEM MT 10 by PSA, with Autograph Certified and graded GEM MT 10 by PSA/DNA (67390264). Rookie Card. This is one of nine examples of this piece recorded in PSA's census reporting graded at this unsurpassable tier. Cincinnati Bengals star quarterback Joe Burrow has contributed a blue ink signature to this Panini Contenders Rookie Ticket RPS Wild Card SSP debut-year collectible. Burrow, a Heisman Trophy winner at Louisiana State, followed up his injury-shortened rookie season with a brilliant sophomore campaign in 2021, throwing for 34 touchdowns during the regular season and leading the Bengals to their first Super Bowl in over 30 years. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA. According to Panini's website, this card hails from a limited print run of only 50 copies. 
Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change.",1
276,"2020 Panini Contenders Team Helmet Autograph Variation #104 Justin Herbert Signed Rookie Card – PSA GEM MT 10, PSA/DNA GEM MT 10",21,0,https://goldin.co/item/2020-panini-contenders-team-helmet-autograph-104v-justin-herbert-signexsmgw,"$5,100 ",Thu,2/9/2023,0,5:00,AM,"Graded GEM MT 10 by PSA, with Autograph Certified and graded GEM MT 10 by PSA/DNA (63369335). Rookie Card. Los Angeles Chargers star Justin Herbert has signed this Panini Contenders Team Helmet Autograph Variation debut-year collectible in blue ink. A perennial Most Valuable Player contender, Herbert is one of the most prolific quarterbacks in the NFL today.  A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA.",1
277,"2020 Panini Flawless Rookie Patch Autographs (RPA) Sapphire #RPA-TTA Tua Tagovailoa Signed Patch Rookie Card (#02/10) – BGS NM-MT+ 8.5, Beckett 10",14,0,https://goldin.co/item/2020-panini-flawless-rookie-patch-autographs-sapphire-rpa-tta-tua-tagoaxvk8,"$3,586 ",Thu,2/9/2023,0,4:30,AM,"Graded NM-MT+ 8.5 by BGS, with autograph graded ""10"" by Beckett (0015119012). Rookie Card. Miami Dolphins quarterback Tua Tagovailoa has contributed a blue ink signature to this debut-year Panini Flawless Rookie Patch Autographs Sapphire collectible. The cardfront presentation is highlighted by a multicolored authentic memorabilia patch. The former Alabama signal-caller turned in one of the finest performances of the 2022 season in Week 2, passing for an incredible 469 yards and six touchdowns in Miami's thrilling 42-38 victory over Lamar Jackson and the Baltimore Ravens. The fifth overall selection in the 2020 NFL Draft, Tagovailoa boasts incredible precision in the pocket and exhibits the quarterbacking savvy of a seasoned veteran. The card's BGS condition report: Centering: 9.5, Corners: 8.5, Edges: 9.5, Surface: 8. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA. The limited-edition piece is serial-numbered ""02/10."" 
This enviable collectible comes from Godtham LLC, a partner of Goldin's Rip & Flip program.
For more information about Goldin's Rip & Flip program, visit http://goldin.co/ripandflip.",1
278,"2020 Panini National Treasures Rookie Material Signatures RPS Black #RMS-JB Joe Burrow Signed Patch Rookie Card (#2/5) – BGS NM-MT+ 8.5, Beckett 10",23,0,https://goldin.co/item/2020-panini-national-treasures-rookie-national-signature-rps-black-rmsre3a3,"$5,400 ",Thu,2/9/2023,0,4:56,AM,"Graded NM-MT+ 8.5 by BGS, with autograph graded ""10"" by Beckett (0015201826). Rookie Card. Only one example recorded in Beckett's census reporting has achieved a higher grade. Cincinnati Bengals star quarterback Joe Burrow has contributed a blue ink signature to this Panini National Treasures Rookie Material Signatures RPS Black debut-year collectible. A multicolored authentic memorabilia patch highlights the cardfront presentation. Burrow, a Heisman Trophy winner at Louisiana State, followed up his injury-shortened rookie season with a brilliant sophomore campaign in 2021, throwing for 34 touchdowns during the regular season and leading the Bengals to their first Super Bowl in over 30 years. The card's BGS condition report: Centering: 8.5, Corners: 9.5, Edges: 9.5, Surface: 8. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA. The limited-edition piece is serial-numbered ""2/5."" 
Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change.",1
279,2020 Panini On The Horizon Green #OH-2 Tom Brady (#1/1) – PSA MINT 9,11,0,https://goldin.co/item/2020-panini-on-the-horizon-green-oh-2-tom-brady-1-1-psa-mint-9w3z7b,"$7,403 ",Thu,2/9/2023,0,4:30,AM,"Graded MINT 9 by PSA (55150955). Future Hall of Fame quarterback Tom Brady is the star of this dazzling Panini On The Horizon Green collectible. This multi-sport set is offered through Panini's redemption platform and was issued in two-card packs on Panini's site for 4,000 redemption points. A complete set consists of 50 cards with limited print run parallels of Gold ""#/10,"" and Green ""1/1"" versions such as the one presented here. The former Michigan Wolverine turned in a Super Bowl MVP-winning performance against the heavily favored St. Louis Rams in Super Bowl XXXVI, helping the Patriots to secure their first Lombardi Trophy. Brady went on to win five more Super Bowl titles as a Patriot, as well as an additional championship as a member of the Tampa Bay Buccaneers in Super Bowl LV. The limited-edition piece is serial-numbered ""1/1."" ",1
280,2020 Panini Mosaic No Huddle Gold Mosaic #204 Justin Herbert Rookie Card (#10/10) – Jersey Number – BGS GEM MINT 9.5 – Pop 1,16,0,https://goldin.co/item/2020-panini-mosaic-no-huddle-mosaic-gold-204-justin-herbert-rookie-cara4xe3,"$5,220 ",Thu,2/9/2023,0,5:17,AM,"Graded GEM MINT 9.5 by BGS (0012622320). Rookie Card. This is the lone example of this piece recorded in BGS' census reporting. Los Angeles Chargers quarterback Justin Herbert stars on this dazzling Panini Mosaic No Huddle Gold Mosaic debut-year collectible. A fearsome dual-threat quarterback, Herbert has quickly become a perennial Most Valuable Player contender after his selection with the sixth overall pick in the 2020 NFL Draft. The card's BGS condition report: Centering: 9.5, Corners: 9.5, Edges: 9.5, Surface: 9. The limited-edition piece is serial-numbered ""10/10,"" matching Herbert's jersey number to create a one-of-a-kind rookie collectible.  
Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change. ",1
281,2020 Panini Donruss Optic Autograph Black Pandora #151 Joe Burrow Signed Rookie Card (#17/25) – PSA GEM MT 10,30,0,https://goldin.co/item/2020-panini-donruss-optic-autograph-black-pandora-joe-burrow-151-sign-cc1b2,"$8,400 ",Thu,2/9/2023,0,5:16,AM,"Graded GEM MT 10 by PSA (61547564). Rookie Card. This is one of seven examples of this piece graded at its unimprovable tier in PSA's census reporting. Cincinnati Bengals star quarterback Joe Burrow has contributed a blue ink signature to this debut-year Panini Donruss Optic Autograph Black Pandora collectible. Burrow—an accurate, electric gunslinger—followed up his injury-shortened rookie season with a brilliant sophomore campaign in 2021, throwing for 34 touchdowns during the regular season and leading the Bengals to their first Super Bowl in over 30 years. His third year in the league sees Burrow at the helm of another potentially deep playoff run as the Bengals seek consecutive Super Bowl appearances and their first-ever title. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA. The limited-edition piece is serial-numbered ""17/25."" 
Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change.",1
282,2020 Panini Prizm Rookie Patch Autograph (RPA) Gold Prizm #2 Tua Tagovailoa Signed Patch Rookie Card (#01/10) – Jersey Number – PSA MINT 9,20,0,https://goldin.co/item/2020-panini-prizm-rookie-patch-autographs-gold-2-tua-tagovailoa-signed9zcm2,"$2,610 ",Thu,2/9/2023,0,4:30,AM,"Graded MINT 9 by PSA (69307043). Rookie Card. Miami Dolphins quarterback Tua Tagovailoa appears on this low-mintage Panini Prizm Rookie Patch Autograph Gold Prizm debut-year collectible. The fifth overall selection in the 2020 NFL Draft, Tagovailoa turned in a historic performance in Week 2 of the 2022 NFL season, passing for 469 yards and six touchdowns as Miami defeated the Baltimore Ravens 42-38 on the road. The former Alabama star has signed the card in blue ink. A multicolored authentic memorabilia patch adorns the cardfront. A statement on the card affirms the manufacturer's guarantee of authenticity for the piece's content and serves as the item's COA. The limited-edition piece is serial-numbered ""01/10,"" matching Tagovailoa's jersey number to create a historic rookie collectible.  ",1
